provincia,localidad,direccion,margen,horario,latitud,longitud,empresa,precios,fechaRevision,fechaUltima,ventaPublico
ALBACETE,MADRIGUERAS,CARRETERA C-3222 KM. 9,Derecho,L-S: 07:00-15:00,39.226611,-1.800611,E.S. MADRIGUERAS,"['SP-95 1,759', 'G-A 1,879']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,MADRIGUERAS,AVENIDA DE LEVANTE 27,Derecho,L-D: 24H,39.232528,-1.794139,SAT VIDEMA,"['G-A 1,814', 'Gasóleo B 1,404']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,MAHORA,"CAMINO HORTIGOSA, S/N",N,L-D: 24H,39.209972,-1.729333,SECADEMA,"['G-A 1,840', 'Gasóleo B 1,450']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,MINAYA,"CARRERA N-301, 195,2",Derecho,L-D: 06:00-23:00,39.276056,-2.330333,REPSOL,"['SP-95 1,799', 'SP-98 1,969', 'G-A 1,919', 'G-A+ 1,989', 'Gasóleo B 1,549']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,MINAYA,CARRETERA MADRID-CARTAGENA KM. S/N,Derecho,L-D: 24H,39.273583,-2.325056,COOPERATIVA VITIVINICOLA SANTIAGO EL MAYOR,"['G-A 1,840', 'Gasóleo B 1,420']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,MONTEALEGRE DEL CASTILLO,"CALLE CAPATAZ SANTIAGO, 91",Derecho,L-D: 06:30-23:00,38.789694,-1.328750,BODEGAS SANTIAGO APOSTOL,"['G-A 1,779', 'Gasóleo B 1,379']",18/11/2022,15/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,MONTEALEGRE DEL CASTILLO,"CALLE CAPATAZ SANTIAGO, 23",Izquierdo,L-D: 07:00-21:00,38.785917,-1.330250,LOS CORRALES,"['SP-95 1,799', 'G-A 1,899']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,MOTILLEJA,MEDIO DÍA 28,N,L-D: 24H,39.179070,-1.788246,SAT MOTILLEJA,"['Gasóleo B 1,377']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,MUNERA,"CALLE COOPERATIVAS, 4",N,L-D: 24H,39.046139,-2.480694,OLEOVINICOLA CAMPOS DE MUNERA S. COOP. DE C-LM,"['SP-95 1,719', 'G-A 1,919', 'Gasóleo B 1,490']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,MUNERA,"CALLE POZO (EL), 106",Derecho,L-D: 06:30-22:30,39.043806,-2.485028,INPEALSA,"['SP-95 1,769', 'G-A 1,829', 'G-A+ 1,879']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,NAVAS DE JORQUERA,CTRA DE LEDAÑA S/N km S/N,N,L-D: 24H,39.281778,-1.719778,COOP SAN GREGORIO,"['G-A 1,785', 'Gasóleo B 1,398']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,NERPIO,"CR AB-702, 45,6",Derecho,L-D: 07:00-21:00,38.151167,-2.293444,CAMPSA,"['SP-95 1,749', 'SP-98 1,869', 'G-A 1,889', 'Gasóleo B 1,567']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ONTUR,CAMINO DE HELLIN S/N,Derecho,L-D: 24H,38.609556,-1.508333,ONTALBA S. COOP DE C-LM,"['G-A 1,820', 'Gasóleo B 1,430']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,ONTUR,"CRTA.CM km KM297,5",Izquierdo,L-D: 07:00-21:00,38.622944,-1.497667,REPSOL,"['SP-95 1,749', 'G-A 1,889', 'G-A+ 1,949', 'Gasóleo B 1,549']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,OSSA DE MONTIEL,CARRETERA N 430 KM. 429,Izquierdo,L-S: 08:00-20:00; D: 08:00-18:00,38.967167,-2.751500,REPSOL,"['SP-95 1,759', 'G-A 1,899', 'G-A+ 1,949']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,PETROLA,CARRETERA FUENTEALAMO KM. 36,Izquierdo,L-D: 24H,38.828806,-1.553694,GASOLEOS TURBULA,"['SP-95 1,779', 'G-A 1,929']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,PEÑAS DE SAN PEDRO,"AVENIDA GUARDIA CIVIL, S/N",Derecho,L-D: 24H,38.724028,-1.990278,VALERO 24H ENERGIA,"['SP-95 1,799', 'G-A 1,909']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,POZO BUENO,CL AVENIDA GENERALISIMO 107 (N-301 km 276),Izquierdo,L-D: 06:00-22:00,38.803389,-1.731861,REPSOL,"['SP-95 1,769', 'G-A 1,929', 'G-A+ 1,989']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,POZO CAÑADA,"CALLE ANTONIO MACHADO, 2",Derecho,L-V: 07:00-14:00; S: 09:00-14:00,38.805278,-1.736389,E.S. LEDAÑA,"['G-A 1,919']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,POZO CAÑADA,"CALLE HERNAN CORTES, S/N",N,L-D: 08:00-20:00,38.813389,-1.735917,POZOTRANS,"['G-A 1,740']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,POZO-LORENTE,"POLIGONO PARAJE RECIAL, 2",Izquierdo,L-D: 24H,39.081278,-1.512611,SAT SANTA CRUZ DE POZO LORENTE,"['G-A 1,859', 'Gasóleo B 1,399']",18/11/2022,15/11/2022,Venta al Público
ALBACETE,POZOHONDO,"CR CM-313 61,7",Izquierdo,L-D: 07:00-21:00,38.717556,-1.910750,REPSOL,"['SP-95 1,909', 'G-A 1,959', 'Gasóleo B 1,679']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,POZUELO,CARRETERA M 313 KM. 50,Izquierdo,L-D: 07:00-22:00,38.804722,-2.098778,INLOCOR S.L.,"['SP-95 1,769', 'SP-98 1,969', 'G-A 1,979', 'Gasóleo B 1,599']",18/11/2022,15/11/2022,Venta al Público
ALBACETE,RIOPAR,"CARRETERA CM-412 KM. 199,5",Izquierdo,L-D: 08:00-20:00,38.493528,-2.411444,CEPSA,"['SP-95 1,809', 'G-A 1,969', 'G-A+ 2,029']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,ROBLEDO,CARRETERA NACIONAL 320 KM. 289,Derecho,L-V: 07:00-21:00; S: 07:00-14:30; D: 07:00-21:00,38.771194,-2.450028,CANOIL,"['SP-95 1,894', 'G-A 1,966']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,RODA (LA),"CALLE ALFREDO ATIENZA, 156",Derecho,L: 06:00-23:00,39.201667,-2.149000,REPSOL,"['SP-95 1,799', 'SP-98 1,919', 'G-A 1,929', 'G-A+ 1,989']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,RODA (LA),AUTOVIA A-31 KM. 40,Derecho,L-D: 06:00-22:00,39.200944,-2.144639,REPSOL,"['SP-95 1,779', 'SP-98 1,889', 'G-A 1,919', 'G-A+ 1,969']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,RODA (LA),MARTIRES 209,Derecho,L-V: 07:00-21:00; S: 08:00-13:00,39.212861,-2.171778,CEPSA,"['SP-95 1,719', 'SP-98 1,851', 'G-A 1,829', 'G-A+ 1,909']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,RODA (LA),"CR NACIONAL 301 km 210,300",N,L-D: 24H,39.213653,-2.176190,RODATRANS,"['G-A 1,740']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,RODA (LA),"ALFREDO ATIENZA, 149-151",Derecho,L-D: 24H,39.201139,-2.147750,LA REMEDIADORA,"['G-A 1,750', 'Gasóleo B 1,330']",18/11/2022,17/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,RODA (LA),"CARRETERA AB101 KM. 0,2",N,L-D: 24H,39.218389,-2.158028,GASPLAY,"['SP-95 1,719', 'G-A 1,809']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,RODA (LA),CARRETERA A-31 KM. 50,Derecho,L-D: 07:00-23:00,39.143972,-2.051250,GALP,"['SP-95 1,819', 'SP-98 1,949', 'G-A 1,959', 'G-A+ 2,049']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,RODA (LA),"AUTOVIA A-31 KM. 34,50",Izquierdo,L-D: 07:00-23:00,39.225000,-2.186083,GALP,"['SP-95 1,819', 'SP-98 1,949', 'G-A 1,959', 'G-A+ 2,049']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,RODA (LA),"CR NACIONAL 301, KM 209,5",N,L-D: 06:00-22:00,39.212361,-2.171028,BP CASA JUANITO RESTAURANTE,"['SP-95 1,799', 'G-A 1,919', 'G-A+ 2,009']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,RODA (LA),"CARRETERA CM-3114 KM. 0,1",Izquierdo,L-V: 06:00-10:00; S: 06:00-14:00,39.213722,-2.156667,REPSOL,"['SP-95 1,789', 'SP-98 1,909', 'G-A 1,919', 'G-A+ 1,979']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,RODA (LA),"POLIGONO AVENIDA PRIMERA, 17",Derecho,L-D: 24H,39.191250,-2.143056,HAM,"['Gas N. Compr 1,379', 'Gas N. Licuado 1,299']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,SALOBRAL (EL),"CM. 3203 km 14,1",Derecho,L-S: 07:00-21:30; D: 09:00-14:00,38.867556,-1.920500,LOZANO,"['SP-95 1,775', 'G-A 1,895', 'G-A+ 1,959', 'Gasóleo B 1,420']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,SALOBRAL (EL),"CTRA.AGUASNUEVAS KM 0,25",Derecho,L-D: 24H,38.870278,-1.922722,CORYMAR,"['Gasóleo B 1,420']",18/11/2022,17/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,SANTA ANA,"AVENIDA PRINCIPE, 2",Derecho,L-D: 08:00-16:00,38.900944,-1.994028,REPSOL,"['SP-95 1,749', 'SP-98 1,869', 'G-A 1,889', 'G-A+ 1,949', 'Gasóleo B 1,517']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,SOCOVOS,"AVENIDA DE LA PAZ, 3",Derecho,L-S: 06:00-22:00; D: 06:30-22:00,38.331361,-1.981861,"NAVARRO Y VALERO, S.L","['SP-95 1,789', 'SP-98 1,939', 'G-A 1,929', 'Gasóleo B 1,659']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,TARAZONA DE LA MANCHA,"CARRETERA VILLAGARCIA KM. 0,1",Izquierdo,L-D: 24H,39.270556,-1.908778,COOP. LA UNION AB,"['SP-95 1,650', 'G-A 1,740', 'Gasóleo B 1,340']",18/11/2022,18/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,TARAZONA DE LA MANCHA,"CL AVENIDA DE LA RODA, 1",Izquierdo,L-D: 07:00-23:00,39.259750,-1.911389,REPSOL,"['SP-95 1,749', 'G-A 1,889', 'G-A+ 1,969']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,TARAZONA DE LA MANCHA,"AVENIDA ALBACETE, 35",Derecho,L-D: 24H,39.256194,-1.912194,LA GAVIOTA GASOLINERAS,"['SP-95 1,718', 'G-A 1,789']",18/11/2022,15/11/2022,Venta al Público
ALBACETE,TOBARRA,"AVENIDA GUARDIA CIVIL, 114",Derecho,L-D: 07:00-22:00,38.594639,-1.685417,E.S. TOBARRA,"['SP-95 1,799', 'G-A 1,909', 'G-A+ 1,959']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,TOBARRA,"AVENIDA GUARDIA CIVIL, 233",Derecho,L-D: 24H,38.602278,-1.680917,REPSOL,"['SP-95 1,819', 'SP-98 1,979', 'G-A 1,919', 'G-A+ 1,989', 'Gasóleo B 1,549']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,TOBARRA,"CAMINO CAMINO DEL GUIJARRAL, 0",Izquierdo,L-D: 06:00-22:00,38.603306,-1.694083,SAN ROQUE DE TOBARRA S. COOP. DE C-LM,"['G-A 1,826', 'Gasóleo B 1,504']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,TOBARRA,"AVENIDA GUARDIA CIVIL, 162",Derecho,L-D: 06:00-23:00,38.601722,-1.680833,NTRA. SRA. DE LA ENCARNACION,"['SP-95 1,699', 'G-A 1,829']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,VALDEGANGA,SANTA CRUZ 16,Derecho,L-D: 24H,39.137222,-1.680944,NO HAY,"['G-A 1,897', 'Gasóleo B 1,457']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,VILLALGORDO DEL JUCAR,"CALLE DEL VINO, 10",N,L-D: 24H,39.293500,-2.059556,SAN ISIDRO,"['Gasóleo B 1,349']",18/11/2022,15/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,VILLALGORDO DEL JUCAR,"CARRETERA CM-3114 KM. 12,7",Izquierdo,L-D: 07:30-21:30,39.302389,-2.067639,E.S EL GORRION,"['SP-95 1,789', 'G-A 1,929']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,VILLAMALEA,"CARRETERA CM-3201 KM. 22,70",Derecho,L-S: 07:00-21:00; D: 07:00-14:00,39.366861,-1.592778,REPSOL,"['SP-95 1,749', 'SP-98 1,859', 'G-A 2,029', 'G-A+ 2,079', 'Gasóleo B 1,602']",18/11/2022,03/11/2022,Venta al Público
ALBACETE,VILLAMALEA,"CALLE VALENCIA, 41",Izquierdo,L-D: 24H,39.367333,-1.593250,NO TIENE,"['G-A 1,779', 'Gasóleo B 1,443']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,VILLAMALEA,"CARRETERA CENIZATE KM. 1,5",Derecho,L-D: 00:00-23:59,39.350250,-1.613194,CHAMPINTER,"['SP-95 1,739', 'G-A 1,849']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,VILLAPALACIOS,"CR N-322, 258,8",Derecho,L-D: 07:00-21:00,38.581722,-2.626222,REPSOL,"['SP-95 1,789', 'SP-98 2,179', 'G-A 1,949', 'G-A+ 2,049', 'Gasóleo B 1,639']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,VILLAR DE CHINCHILLA,AUTOVIA A31 KM. 111,N,L-V: 06:00-22:00; S-D: 07:00-22:00,38.898306,-1.502806,CEPSA,"['SP-95 1,829', 'SP-98 1,989', 'G-A 1,969', 'G-A+ 2,039']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,"AVENIDA REYES CATOLICOS, 26",Derecho,L-V: 07:00-21:00; S: 08:00-13:00,39.261472,-2.599417,CEPSA,"['SP-95 1,759', 'G-A 1,869', 'G-A+ 1,949']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,"CARRETERA N-310 KM. 120,5",Derecho,L-V: 07:00-21:00; D: 14:00-19:00,39.198000,-2.713722,CEPSA,"['SP-95 1,769', 'SP-98 1,901', 'G-A 1,875', 'G-A+ 1,955', 'Gasóleo B 1,549']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,"CALLE DOS DE MAYO, 167",Izquierdo,L-D: 06:00-00:00,39.278222,-2.602028,REPSOL,"['SP-95 1,769', 'G-A 1,899', 'G-A+ 1,999', 'Gasóleo B 1,519']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,"CARRETERA NACIONAL 310 KM. 137,7",Izquierdo,L-S: 07:00-22:00,39.293722,-2.567139,REPSOL,"['SP-95 1,749', 'SP-98 1,869', 'G-A 1,889', 'G-A+ 1,949']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,"AVENIDA REYES CATÓLICOS, 108",N,L-D: 06:00-22:00,39.272056,-2.594111,GALP,"['SP-95 1,744', 'G-A 1,864', 'G-A+ 1,954']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,AUTOVIA A-43 KM. 129,Derecho,L-D: 24H,39.258778,-2.586778,REPSOL,"['SP-95 1,779', 'SP-98 1,899', 'G-A 1,929', 'G-A+ 1,999']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,AUTOVIA A-43 KM. 390,Izquierdo,L-D: 06:00-23:59,39.205194,-2.708528,CEPSA,"['SP-95 1,769', 'SP-98 1,901', 'G-A 1,875', 'G-A+ 1,955']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,"AVENIDA REYES CATÓLICOS (APARCAMIENTO DEL CARREFOUR), S/N",N,L-S: 08:00-22:00,39.285722,-2.579639,CARREFOUR,"['SP-95 1,749', 'SP-98 1,869', 'G-A 1,889', 'G-A+ 1,929']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,CARRETERA OSSA DE MONTIEL KM. 21,Izquierdo,L-S: 06:00-22:00; D: 06:00-15:00,39.257528,-2.613778,REPSOL,"['SP-95 1,749', 'SP-98 1,869', 'G-A 1,889', 'G-A+ 1,949', 'Gasóleo B 1,492']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,"AVENIDA REYES CATOLICOS, 133",Derecho,L-D: 06:00-23:00,39.277056,-2.591722,BP VILLARROBLEDO,"['SP-95 1,749', 'SP-98 1,891', 'G-A 1,889', 'G-A+ 1,979']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,"AVENIDA REYES CATOLICOS, S/N",N,L-D: 06:00-22:00,39.276944,-2.590028,AVIA,"['SP-95 1,749', 'SP-98 1,899', 'G-A 1,889', 'G-A+ 1,979']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,"CARRETERA MUNERA KM. 0,500",Izquierdo,L-D: 24H,39.250806,-2.601028,VINICOLA DE VILLARROBLEDO,"['SP-95 1,715', 'G-A 1,763', 'Gasóleo B 1,337']",18/11/2022,17/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,VILLARROBLEDO,"CALLE GENERAL MARTI, 2",Derecho,L-D: 24H,39.266417,-2.596944,PLENOIL,"['SP-95 1,647', 'G-A 1,767']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,CARRETERA DE LAS MESAS KM. 005,N,L-D: 06:00-22:30,39.272250,-2.617083,ESTACIÓN DE SERVICIO LOS VIÑEDOS,"['SP-95 1,769', 'SP-98 1,919', 'G-A 1,889', 'G-A+ 1,979', 'Gasóleo B 1,519']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,"CALLE NOBEL, 64",N,L-S: 08:00-20:00,39.283917,-2.583361,COMBUSTIBLES DISPROSIO S.L.,"['SP-95 1,721', 'G-A 1,788', 'G-A+ 1,818']",18/11/2022,15/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,"CALLE ARQUIMEDES, 62",N,L-S: 07:00-22:00,39.282167,-2.583778,"COMBUSTIBLES FIEL, S.L.","['SP-95 1,699', 'G-A 1,799', 'Gasóleo B 1,499']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,VILLARROBLEDO,"AVENIDA REYES CATOLICOS, 150",Derecho,L-D: 24H,39.278333,-2.590194,PAÑALON,"['G-A 2,009']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,YESTE,CARRETERA DE HELLIN KM. 42,Izquierdo,L-D: 07:00-21:00,38.368667,-2.314667,CEPSA,"['SP-95 1,789', 'G-A 1,916', 'G-A+ 1,976']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,AGOST,AUTOPISTA AP 7 KM. 696,Derecho,L-D: 24H,38.406528,-0.599972,GALP,"['SP-95 1,804', 'SP-98 1,924', 'G-A 1,909', 'G-A+ 1,999']",18/11/2022,17/11/2022,Venta al Público
ALICANTE,AGOST,CARRETERA AGOST-NOVELDA KM 2 KM. 2,Izquierdo,L-D: 06:00-22:00,38.429417,-0.662250,VALCARCE,"['SP-95 1,799', 'SP-98 1,900', 'G-A 1,919', 'G-A+ 1,988', 'Gasóleo B 1,698']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,AGOST,AUTOPISTA AP 7 KM. 696,Izquierdo,L-D: 24H,38.408861,-0.599444,GALP,"['SP-95 1,789', 'SP-98 1,909', 'G-A 1,889', 'G-A+ 1,979']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,AGOST,CARRETERA SAN VICENTE - AGOST KM. 11,Izquierdo,L-D: 06:00-22:00,38.434417,-0.637250,PETRONOR,"['SP-95 1,809', 'G-A 1,899', 'G-A+ 1,979', 'Gasóleo B 1,599']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALBATERA,"CARRETERA N-340 KM. 696,7",Derecho,L-D: 24H,38.165222,-0.894750,REPSOL,"['SP-95 1,799', 'SP-98 1,949', 'G-A 1,909', 'G-A+ 1,989', 'Gasóleo B 1,599']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALBATERA,"N-340 km 696,7",Izquierdo,L-D: 24H,38.199417,-0.848722,REPSOL,"['SP-95 1,799', 'SP-98 1,949', 'G-A 1,909', 'G-A+ 1,989']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALBATERA,"CARRETERA CATRAL-ALBATERA KM. 4,2",Izquierdo,L-D: 24H,38.175028,-0.854056,REPSOL,"['SP-95 1,789', 'SP-98 1,949', 'G-A 1,919', 'G-A+ 2,019', 'Gasóleo B 1,597', 'Gas N. Compr 1,379', 'Gas N. Licuado 1,299']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALBATERA,"CALLE POLIGONO INDUSTRIAL MOS DEL BOU, CALLE EL ESPARTO, 5",Derecho,L-D: 24H,38.168111,-0.889167,SUVER GASOLEOS,"['SP-95 1,729', 'G-A 1,879', 'G-A+ 1,949']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALBATERA,"CARRETERA N-340 KM. 702,1",Derecho,L-D: 06:00-22:00,38.199389,-0.848833,FTH,"['SP-95 1,739', 'G-A 1,899', 'G-A+ 1,969']",18/11/2022,17/11/2022,Venta al Público
ALICANTE,ALCALALI,"POLIGONO PLAZA MOSQUERA, 6",Derecho,L-D: 24H,38.751972,-0.042083,REPSOL,"['SP-95 1,859', 'G-A 1,959', 'G-A+ 2,059']",18/11/2022,16/11/2022,Venta al Público
ALICANTE,ALCOY/ALCOI,"CALLE ALICANTE, 62",Derecho,L-D: 05:00-23:00,38.688639,-0.479611,SHELL,"['SP-95 1,779', 'SP-98 1,919', 'G-A 1,919', 'G-A+ 1,999']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALCOY/ALCOI,"AVENIDA TIRANT, S/N",Derecho,L-D: 06:00-22:00,38.708750,-0.472556,REPSOL,"['SP-95 1,779', 'SP-98 1,899', 'G-A 1,939', 'G-A+ 2,039', 'GLP 1,089']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALCOY/ALCOI,"N-340 km 131,000",N,L-D: 06:00-22:00,38.683389,-0.471306,GALP,"['SP-95 1,679', 'SP-98 1,799', 'G-A 1,849', 'G-A+ 1,919']",18/11/2022,17/11/2022,Venta al Público
ALICANTE,ALCOY/ALCOI,"CL OLIVER, S.N.",Derecho,L-D: 06:00-22:00,38.691889,-0.489611,PETRONOR,"['SP-95 1,799', 'SP-98 1,909', 'G-A 1,929', 'G-A+ 2,019']",18/11/2022,17/11/2022,Venta al Público
ALICANTE,ALCOY/ALCOI,"PG COTES BAIXES,CALLE C,PARC.1, 0",Derecho,L-D: 06:00-22:00,38.714361,-0.462528,REPSOL,"['SP-95 1,779', 'SP-98 1,899', 'G-A 1,939', 'G-A+ 2,039']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALCOY/ALCOI,"CALLE VALENCIA ESQ C/SANT JOAN BOSCO, 1",Derecho,L-D: 24H,38.711556,-0.466250,GASEXPRESS,"['SP-95 1,637', 'G-A 1,797']",18/11/2022,17/11/2022,Venta al Público
ALICANTE,ALCOY/ALCOI,"CALLE ALICANTE, 62",Derecho,L-D: 24H,38.689083,-0.479694,MASOIL ALCOY,"['SP-95 1,699', 'G-A 1,869', 'GLP 1,059']",18/11/2022,16/11/2022,Venta al Público
ALICANTE,ALCOY/ALCOI,"Alicante, 1 - P.I. Beniata",N,L-D: 24H,38.695083,-0.477972,GASOLINERA ALCOY,"['SP-95 1,604', 'G-A 1,749']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALCOY/ALCOI,"CALLE ALACANT, 101",Derecho,L-D: 24H,38.683806,-0.471194,PLENOIL,"['SP-95 1,617', 'G-A 1,767']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALFAS DEL PI (L'),"AP-1535 km 2,000",N,L-D: 06:00-22:00,38.567722,-0.082972,GALP,"['SP-95 1,779', 'SP-98 1,909', 'G-A 1,869', 'G-A+ 1,939']",18/11/2022,17/11/2022,Venta al Público
ALICANTE,ALFAS DEL PI (L'),"CALLE MALLORCA, CTRA. CV-763, 1",Derecho,L-D: 07:00-23:00,38.571139,-0.096500,BP ALFAZ DEL PI,"['SP-95 1,809', 'SP-98 1,951', 'G-A 1,909', 'G-A+ 1,999']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALFAS DEL PI (L'),CL AVDA. DEL PAIS VALENCIANO S.N.,Derecho,L-D: 06:00-22:00,38.581361,-0.105389,REPSOL,"['SP-95 1,789', 'SP-98 1,949', 'G-A 1,899', 'G-A+ 1,999']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALFAS DEL PI (L'),"AVENIDA ALBIR, 90",Derecho,L-D: 24H,38.574028,-0.076694,PLENOIL,"['SP-95 1,677', 'G-A 1,787']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALFAS DEL PI (L'),"AVENIDA PAIS VALENCIÁ, 47",Derecho,L-D: 24H,38.582417,-0.106278,PLENOIL,"['SP-95 1,677', 'G-A 1,787']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALGODA-MATOLA,"CARRETERA CV-875 KM. 6,2",Derecho,L-S: 07:00-22:00; D: 08:00-15:00,38.216611,-0.761417,CEPSA,"['SP-95 1,761', 'G-A 1,849', 'G-A+ 1,901', 'Gasóleo B 1,495']",18/11/2022,15/11/2022,Venta al Público
ALICANTE,ALGORFA,"POLIGONO SECTOR VIII - EL ZOCO, S/N",N,L-D: 06:00-22:00,38.058389,-0.746611,BP,"['SP-95 1,835', 'SP-98 1,977', 'G-A 1,955', 'G-A+ 2,045']",18/11/2022,17/11/2022,Venta al Público
ALICANTE,ALGUEÑA,"CALLE SAN JUAN, 32",Derecho,L-D: 06:30-21:00,38.339222,-0.998222,CEPSA,"['SP-95 1,769', 'G-A 1,899', 'G-A+ 1,979', 'Gasóleo B 1,509']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALICANTE/ALACANT,"POLIGONO PLA VALLONGA CALLE 8, PARCELA 15",Derecho,L-V: 06:00-21:00; S: 07:00-15:00,38.348250,-0.555389,PETROALACANT,"['SP-95 1,768', 'SP-98 1,892', 'G-A 1,888', 'G-A+ 1,962', 'Gasóleo B 1,589']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALICANTE/ALACANT,"AVENIDA NEPTUNO, 4",Derecho,L-V: 06:00-22:00; S: 07:00-15:00,38.344000,-0.524194,CONFORT AUTO,"['SP-95 1,789', 'SP-98 1,899', 'G-A 1,907', 'G-A+ 1,999']",18/11/2022,18/11/2022,Venta al Público
ALICANTE,ALICANTE/ALACANT,CARRETERA MADRID ESQ.RIO JUCAR KM. 19,Derecho,L-V: 06:00-22:00; S-D: 07:00-21:00,38.344611,-0.522944,REPSOL,"['SP-95 1,769', 'SP-98 1,899', 'G-A+ 1,969', 'GLP 1,069', 'G-A 1,909']",18/11/2022,18/11/2022,Venta al Público
